,Section,Description,Prompt,Last Stable Version
0,runner,Prompt for getting all details of clothing items,"Describe all the clothing items, footwear and accessories the person is wearing including their attributes like colors, patterns, materials, fit and identifiers.use less grammar words. Use more descriptive words about the dress to capture all details of colors and patterns apart from just the basic features. give no other text","Describe all the clothing items, footwear and accessories the person is wearing including their attributes like colors, patterns, materials, fit and identifiers.use less grammar words. Use more descriptive words about the dress to capture all details of colors and patterns apart from just the basic features. give no other text"
